 t(yr) LimitsTHETA(1) THETA(2) THETA(3) SALT(1)  SALT(2)  SALT(3)  DIC(1)   DIC(2)   DIC(3)   ALK(1)   ALK(2)   ALK(3)   PO4(1)   PO4(2)   PO4(3)   NO3(1)   NO3(2)   NO3(3)   FeT(1)   FeT(2)   FeT(3)   LT(1)    LT(2)    LT(3)    Exp(1)   Exp(2)   EXP(3)   P*  OCPCO2(1) OCPCO2(2)  OCPCO2(3) ATPCO2
   29700 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   29800 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   29900 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   30000 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   30100 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   30200 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   30300 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   30400 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   30500 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   30600 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   30700 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   30800 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   30900 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   31000 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   31100 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   31200 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   31300 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   31400 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   31500 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   31600 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   31700 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   31800 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   31900 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   32000 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   32100 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   32200 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   32300 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   32400 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   32500 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   32600 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   32700 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   32800 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   32900 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   33000 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   33100 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   33200 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   33300 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   33400 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   33500 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   33600 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   33700 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   33800 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   33900 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   34000 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   34100 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   34200 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   34300 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   34400 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   34500 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   34600 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   34700 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   34800 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   34900 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   35000 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   35100 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   35200 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   35300 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   35400 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   35500 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   35600 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   35700 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   35800 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   35900 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   36000 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   36100 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   36200 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   36300 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   36400 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   36500 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   36600 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   36700 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   36800 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   36900 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   37000 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   37100 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   37200 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   37300 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   37400 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
